year,age,maritl,race,education,region,jobclass,health,health_ins,wage
2003,52,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.25527250510331
2009,40,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.11727129565576
2008,25,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.742531693603398
2009,35,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.929304503280972
2006,40,1. Never Married,2. Black,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.64345267648619
2009,22,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.3684516077789906
2003,50,4. Divorced,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.60530504614111
2008,48,5. Separated,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.17236937676384
2007,40,1. Never Married,3. Asian,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602
2003,45,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426
2004,30,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7367382637282045
2003,46,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.936433238093739
2008,34,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.193397413407955
2007,32,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.17609125905568
2004,53,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.8676100501605895
2008,32,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.34242268082221
2004,39,2. Married,2. Black,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.666393399074316
2007,51,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.4316037696605175
2004,40,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.488202336853063
2009,66,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.871355803698129
2006,40,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.07603333830376
2009,52,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.89209460269048
2007,36,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.83250891270624
2007,32,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.601616808257378
2008,45,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.515857946653018
2006,37,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.367476464965843
2004,47,2. Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.07918124604763
2008,49,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.867623135655609
2003,53,2. Married,1. White,< HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.30102999566398
2007,66,4. Divorced,2. Black,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.209542738047618
2006,33,2. Married,1. White,< HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.30102999566398
2004,58,4. Divorced,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.473867481734469
2008,41,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.42114306707167
2009,54,2. Married,3. Asian,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.90308998699194
2009,26,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.446080460882341
2008,24,1. Never Married,4. Other,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.286279141060835
2007,62,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.941772956848111
2005,63,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.9801428277345
2005,26,1. Never Married,3. Asian,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.652450601786113
2004,45,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.500304390884901
2003,23,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.425973404894721
2008,31,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.651675548092324
2003,44,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.96378782734556
2003,43,1. Never Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4
2004,48,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.803929119694702
2008,48,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.9277901968637465
2006,55,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.76715586608218
2004,45,2. Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.60688524128857
2008,48,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.021684593313608
2009,63,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.889086766745454
2004,57,2. Married,2. Black,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.595472040822528
2008,69,2. Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5
2009,31,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.761377885627095
2003,38,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.59198011410292
2005,43,5. Separated,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.707499944608067
2003,19,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.778320652218405
2005,44,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.6934948645406775
2007,31,2. Married,3. Asian,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.913542356174138
2004,49,1. Never Married,4. Other,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966
2006,29,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.55630250076729
2008,26,2. Married,4. Other,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.34242268082221
2007,37,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.75587485567249
2006,30,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.5395879223965245
2009,35,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.87993268171161
2004,40,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.98153214104814
2005,44,4. Divorced,4. Other,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.23044892137827
2004,65,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.669065091653383
2007,54,2. Married,2. Black,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.6232492903979
2009,56,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.94448267215017
2008,48,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.753039472549151
2009,37,4. Divorced,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.06069784035361
2005,30,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.603699894296842
2005,46,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.44715803134222
2009,37,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.881713194678195
2005,58,4. Divorced,2. Black,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.4143154961330655
2007,52,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.46239799789896
2006,45,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.06069784035361
2008,33,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.31593077173917
2004,51,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.50514997831991
2008,50,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.84509804001426
2006,42,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.5475122178805885
2004,46,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.93951925261862
2005,43,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5
2003,47,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204
2005,47,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.77815125038364
2004,44,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.2036234850658225
2008,36,2. Married,3. Asian,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.271866273306594
2008,39,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.265129150383544
2003,29,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.669309992623873
2005,40,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.81291335664286
2007,20,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.26007138798508
2004,32,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.72427586960079
2003,36,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.46239799789896
2009,31,1. Never Married,2. Black,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.41497334797082
2005,28,2. Married,3. Asian,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.8585049528268
2005,41,4. Divorced,4. Other,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.7634279935629404
2004,54,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.9735470684464484
2004,42,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.740243877251351
2003,19,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.287255397471291
2009,59,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,5.59061783348625
2003,64,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.60205999132796
2003,31,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.52891670027766
2004,37,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602
2004,30,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.504339820745064
2005,24,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.670269300621929
2006,26,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.190007943137484
2004,44,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.717231443529853
2008,39,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.62321723414596
2005,48,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.62618633492728
2004,53,1. Never Married,2. Black,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.424649029004973
2004,42,2. Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.74036268949424
2009,44,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.11394335230684
2003,25,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.30239464587858
2004,46,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,3.85007528773368
2003,52,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.6232492903979
2008,33,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.47712125471966
2007,30,2. Married,2. Black,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.79934054945358
2007,38,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602
2005,29,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.344091449493063
2008,57,2. Married,3. Asian,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.757270164628829
2003,50,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.5854903603399695
2008,23,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.59108687796735
2006,46,4. Divorced,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.9731278535997
2005,61,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.957017849470987
2007,70,2. Married,1. White,< HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.61278385671974
2009,59,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.403897977544312
2003,57,2. Married,2. Black,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.467034121568682
2003,25,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.4961462430720465
2005,48,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.81954393554187
2009,52,2. Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.17609125905568
2009,44,5. Separated,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.840742532922675
2004,40,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.32766996444133
2008,43,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.200298326159495
2005,51,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.11394335230684
2003,43,2. Married,3. Asian,< HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.17609125905568
2003,42,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.879340322443168
2008,28,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.709962455238732
2003,54,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5
2005,34,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.06923136334717
2004,50,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.68751214120134
2005,36,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.94200805302231
2005,36,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.067158701649485
2005,71,3. Widowed,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.77815125038364
2006,31,1. Never Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.57978359661681
2005,43,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.90308998699194
2007,20,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.27875360095283
2007,23,1. Never Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966
2007,42,4. Divorced,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.174250881919977
2005,41,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.00432137378264
2009,27,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.80617997398389
2008,29,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.6232492903979
2008,41,4. Divorced,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.60205999132796
2003,41,2. Married,2. Black,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.7229293789121
2003,22,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.39794000867204
2003,39,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.562092482920949
2008,50,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.387506083337059
2006,49,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.00681766636431
2003,42,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364
2008,38,2. Married,2. Black,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.139100426034434
2004,55,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.9578190642955535
2005,47,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.4695648698084804
2007,52,2. Married,4. Other,< HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.2211533219547
2009,56,4. Divorced,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.6360967677887994
2007,30,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.88081359228079
2005,56,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.856636462829418
2003,46,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.701494211776123
2009,43,2. Married,1. White,< HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.83884909073726
2003,35,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.75966784468963
